,age,campaign,cons.conf.idx,cons.price.idx,contact,day_of_week,default_unknown,default_yes,duration,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,education_unknown,emp.var.rate,euribor3m,housing,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,loan,marital_married,marital_single,marital_unknown,month,nr.employed,pdays,poutcome_nonexistent,poutcome_success,previous,y
0,0.419753086419753,0.048780487804878,0.6025104602510458,0.6987529228371017,1.0,0.75,0.0,0.0,0.7214082201859813,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9375,0.9580593969621404,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2222222222222222,0.8597353497164448,1.0,1.0,0.0,0.0,0.0
1,0.2469135802469135,0.1707317073170731,0.3389121338912131,0.6691348402182413,0.0,0.75,0.0,0.0,0.436012945839374,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9825436408977556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4444444444444443,1.0,1.0,1.0,0.0,0.0,0.0
2,0.1851851851851851,0.0,0.6025104602510458,0.6987529228371017,1.0,0.25,1.0,0.0,0.6800230377511027,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.9573792790750396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2222222222222222,0.8597353497164448,1.0,1.0,0.0,0.0,0.0
3,0.4074074074074074,0.0,0.3765690376569037,0.8823070927513683,1.0,0.75,0.0,0.0,0.5352983184895962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9594196327363408,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0
4,0.3703703703703703,0.073170731707317,0.4184100418410041,0.2969602494154344,0.0,0.0,0.0,0.0,0.6589085196720068,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1041666666666667,0.1466787576513262,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.4257088846880883,1.0,1.0,0.0,0.0,1.0
5,0.1358024691358024,0.0,0.0334728033472799,0.2501948558067042,0.0,0.25,0.0,0.0,0.6917837641057293,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2641124461573339,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.512287334593573,1.0,1.0,0.0,0.0,1.0
6,0.4320987654320987,0.024390243902439,0.4518828451882843,0.6527669524551882,0.0,0.25,0.0,0.0,0.7578432989556131,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0077080027204715,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2222222222222222,0.1705103969754233,1.0,1.0,0.0,0.0,1.0
7,0.5061728395061729,0.073170731707317,0.3389121338912131,0.6691348402182413,0.0,0.75,1.0,0.0,0.623108815849999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9811834051235548,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4444444444444443,1.0,1.0,1.0,0.0,0.0,0.0
8,0.1851851851851851,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.7767192843147879,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4791666666666667,0.0897755610972568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8888888888888888,0.0,1.0,0.0,0.0,0.1666666666666666,1.0
9,0.2222222222222222,0.024390243902439,0.3389121338912131,0.6691348402182413,0.0,1.0,0.0,0.0,0.8235914216035418,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9814101110859216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4444444444444443,1.0,1.0,1.0,0.0,0.0,1.0
10,0.2345679012345679,0.0,0.4184100418410041,0.2969602494154344,0.0,0.25,0.0,0.0,0.6263750469040129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1041666666666667,0.1054182725005667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.4257088846880883,1.0,1.0,0.0,0.0,1.0
11,0.2222222222222222,0.1219512195121951,0.4393305439330544,0.7848791893998452,0.0,0.25,0.0,0.0,0.7622792739489416,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3541666666666667,0.0455678984357288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4444444444444443,0.1058601134215493,0.006006006006006,0.0,1.0,0.1666666666666666,1.0
12,0.5308641975308641,0.048780487804878,0.1548117154811712,0.3406079501169188,0.0,0.0,1.0,0.0,0.634472787313304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1747902969848107,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1111111111111111,0.512287334593573,1.0,0.0,0.0,0.1666666666666666,0.0
